City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Longyearbyen,78.2186,15.6401,13.84,92,75,2.3,light snow
348,Chapais,49.7834,-74.8492,-7.82,79,100,3.11,overcast clouds
349,Egvekinot,66.3167,-179.1667,-19.95,92,92,6.93,overcast clouds
350,Samarai,-10.6167,150.6667,80.1,76,45,6.17,scattered clouds
351,Juba,4.8517,31.5825,85.08,28,48,1.57,scattered clouds
352,Vilhena,-12.7406,-60.1458,71.82,94,75,2.3,thunderstorm with light rain
353,Mahasamund,21.1,82.1,62.87,24,2,2.89,clear sky
354,Waddan,29.1614,16.139,56.89,37,0,10.38,clear sky
355,Qianan,44.9932,124.0581,-0.13,95,100,7.7,overcast clouds
356,Faya,18.3851,42.4509,59.11,43,49,4.94,scattered clouds
357,Niquelandia,-14.4739,-48.4597,72.61,90,100,2.46,overcast clouds
358,Beroroha,-21.6667,45.1667,79.57,67,8,1.59,light rain
359,Matara,5.9485,80.5353,74.28,86,100,10.71,overcast clouds
360,Chiang Klang,19.2938,100.8617,65.34,48,10,1.88,clear sky
361,Honiara,-9.4333,159.95,78.01,86,97,4.27,overcast clouds
362,Harper,4.375,-7.7169,78.96,82,48,7.05,scattered clouds
363,Altamont,42.2068,-121.7372,53.78,56,94,1.99,overcast clouds
364,Humaita,-7.5061,-63.0208,80.35,89,100,3.53,light rain
365,Hovd,48.0056,91.6419,-13.13,81,15,2.51,few clouds
366,Lagoa,39.05,-27.9833,56.5,62,88,6.26,overcast clouds
367,Ust-Ishim,57.6935,71.1665,1.89,98,98,3.2,overcast clouds
368,Yashkul,46.1711,45.3435,32.86,57,0,6.91,clear sky
369,Ghotki,28.006,69.3161,65.43,21,0,8.37,clear sky
370,Punta Umbria,37.1821,-6.9661,60.24,67,100,10.25,overcast clouds
371,Pingliang,35.5392,106.6861,20.53,90,29,5.12,scattered clouds
372,Tiarei,-17.5333,-149.3333,86.02,76,88,16.84,light rain
373,Beringovskiy,63.05,179.3167,-27.9,97,11,5.79,few clouds
374,Tonekabon,36.8163,50.8738,48.15,85,100,2.04,overcast clouds
375,Saint-Augustin,51.226,-58.6502,3.81,72,3,13.4,clear sky
376,Acapulco,16.8634,-99.8901,86.43,48,59,8.3,broken clouds
377,Sisimiut,66.9395,-53.6735,5.56,94,100,28.77,light snow
378,Ancud,-41.8697,-73.8203,80.22,73,26,6.87,scattered clouds
379,Doctor Juan Leon Mallorquin,-25.4,-55.2667,92.93,31,13,7.56,few clouds
380,Ballina,-28.8667,153.5667,66.16,96,75,6.91,broken clouds
381,San Patricio,28.017,-97.5169,62.69,22,0,6.93,clear sky
382,Bireun,5.203,96.7009,77.74,79,100,3.13,overcast clouds
383,Jipijapa,-1.3333,-80.5833,76.5,68,89,5.14,light rain
384,Labytnangi,66.6572,66.4183,-17.68,100,100,1.66,overcast clouds
385,Lodja,-3.4833,23.4333,70.95,89,88,1.95,overcast clouds
386,Broome,42.2506,-75.833,25.63,59,100,5.99,overcast clouds
387,Darnah,32.767,22.6367,56.12,69,0,9.62,clear sky
388,Grand Gaube,-20.0064,57.6608,81.37,78,90,5.99,overcast clouds
389,Xinzhou,38.4092,112.7333,20.43,57,0,5.59,clear sky
390,Tautira,-17.7333,-149.15,86.02,77,95,16.51,light rain
391,Nemuro,43.3236,145.575,26.6,84,99,9.1,overcast clouds
392,Naryan-Mar,67.6713,53.087,0.95,98,54,8.46,broken clouds
393,Carora,10.1755,-70.0827,93.29,28,54,7.78,broken clouds
394,Haysville,37.5645,-97.3523,42.42,36,0,9.22,clear sky
395,Mbandaka,0.0487,18.2603,77.0,75,100,5.37,overcast clouds
396,Lokosovo,61.1333,74.8167,-10.89,100,98,7.0,overcast clouds
397,Bima,-8.4667,118.7167,76.21,92,100,1.59,overcast clouds
398,Necochea,-38.5473,-58.7368,75.04,34,0,7.72,clear sky
399,Raudeberg,61.9875,5.1352,41.67,94,100,3.0,light rain
400,Touros,-5.1989,-35.4608,88.7,66,8,13.13,clear sky
401,Villamaria,5.0449,-75.5146,68.47,100,75,5.75,fog
402,Kulim,5.365,100.5618,79.5,95,77,4.18,broken clouds
403,Newport,51.5877,-2.9984,52.18,91,100,1.01,overcast clouds
404,Snasa,64.2457,12.3778,33.21,97,100,5.97,overcast clouds
405,Vozhega,60.4725,40.2213,22.23,96,100,7.96,light snow
406,Santa Pola,38.1917,-0.5658,57.49,79,0,11.99,clear sky
407,Saldanha,-33.0117,17.9442,71.65,89,0,20.76,clear sky
408,Port Blair,11.6667,92.75,75.24,78,20,4.61,mist
409,Zaria,11.1113,7.7227,76.17,12,28,10.87,scattered clouds
410,Flinders,-34.5833,150.8552,67.37,80,100,5.01,overcast clouds
411,Awjilah,29.1081,21.2869,57.76,46,48,6.53,scattered clouds
412,Baruun-Urt,46.6806,113.2792,-16.96,99,72,2.68,broken clouds
413,Pangai,-19.8,-174.35,80.71,74,20,12.66,few clouds
414,Superior,46.7208,-92.1041,12.43,43,0,6.91,clear sky
415,Ramhormoz,31.28,49.6035,60.4,52,0,3.38,clear sky
416,Mae Hong Son,19.3003,97.9685,58.8,36,95,1.83,overcast clouds
417,Walvis Bay,-22.9575,14.5053,76.15,73,1,8.05,light rain
418,Pueblo Nuevo,23.3833,-105.3833,64.49,15,100,4.21,overcast clouds
419,Stornoway,58.2093,-6.3865,40.96,96,75,8.05,broken clouds
420,Yarkovo,57.4028,67.0786,-8.59,100,64,0.72,broken clouds
421,Mvangue,2.9667,11.5167,76.15,65,49,5.75,scattered clouds
422,Havelock,34.8791,-76.9013,46.63,92,100,13.8,overcast clouds
423,Kibala,9.1104,18.3463,87.75,19,0,0.0,clear sky
424,Karoi,-16.8099,29.6925,65.71,91,54,3.69,broken clouds
425,Ketchikan,55.3422,-131.6461,42.78,86,100,2.39,overcast clouds
426,Lucapa,-8.4192,20.7447,66.27,98,100,2.98,light rain
427,Hofn,64.2539,-15.2082,21.52,58,15,10.78,few clouds
428,Taft,31.7471,54.2088,44.55,46,0,4.61,clear sky
429,Cairns,-16.9167,145.7667,76.95,84,40,9.22,scattered clouds
430,Pasni,25.2631,63.471,71.15,70,94,9.35,overcast clouds
431,Arlit,18.7369,7.3853,73.58,10,0,7.02,clear sky
432,Krasnyy Chikoy,50.3643,108.7512,-28.1,100,43,1.7,scattered clouds
433,Iqaluit,63.7506,-68.5145,-18.31,75,75,2.3,broken clouds
434,Tezu,27.9167,96.1667,54.01,46,0,5.06,clear sky
435,Kashi,39.4547,75.9797,33.01,43,0,2.24,clear sky
436,Behat,30.1667,77.6167,53.15,65,0,4.14,clear sky
437,Jacareacanga,-6.2222,-57.7528,81.7,87,87,3.0,overcast clouds
438,Bumba,2.1833,22.4667,80.2,34,81,2.55,broken clouds
439,Sao Miguel Do Araguaia,-13.275,-50.1628,77.49,84,87,6.17,overcast clouds
440,Vanavara,60.34,102.2797,-23.15,99,24,4.23,few clouds
441,San Quintin,30.4833,-115.95,75.97,17,8,5.28,clear sky
442,Atikokan,48.7555,-91.6216,-0.98,81,100,5.7,overcast clouds
443,Inirida,3.8653,-67.9239,96.15,37,61,3.04,broken clouds
444,Morondava,-20.2833,44.2833,80.33,84,67,1.19,moderate rain
445,Tanete,-3.9443,119.7848,73.38,94,100,1.99,overcast clouds
446,Grezzana,45.5203,11.0177,41.9,57,0,1.14,clear sky
447,Dawei,14.0833,98.2,72.99,82,11,2.13,few clouds
448,Marsh Harbour,26.5412,-77.0636,76.05,79,100,20.13,overcast clouds
449,Astoria,46.1879,-123.8313,50.86,70,0,4.61,clear sky
450,Chicama,-7.8447,-79.1469,70.34,52,94,12.03,overcast clouds
451,Borovoy,55.4333,86.0833,16.88,86,100,8.95,snow
452,Pavlysh,48.9176,33.3569,31.62,58,4,6.08,clear sky
453,Alghero,40.5589,8.3181,49.98,87,0,1.14,clear sky
454,Saint Anthony,45.0205,-93.218,8.91,53,20,8.05,few clouds
455,Atlantic Beach,30.3344,-81.3987,65.05,77,100,8.23,overcast clouds
456,Salinas,36.6777,-121.6555,76.82,30,2,1.9,clear sky
457,Vila Franca Do Campo,37.7167,-25.4333,63.19,70,5,5.79,clear sky
458,Fairbanks,64.8378,-147.7164,11.23,83,100,0.0,mist
459,Concepcion,-36.827,-73.0498,66.02,73,41,11.25,scattered clouds
460,Urengoy,65.9667,78.3667,-7.62,97,48,9.75,scattered clouds
461,Benxi,41.2886,123.765,16.12,92,100,3.74,light snow
462,Bandarbeyla,9.4942,50.8122,75.56,64,6,18.88,clear sky
463,Muros,42.7762,-9.0603,54.23,73,13,19.13,few clouds
464,Luanda,-8.8368,13.2343,78.8,73,20,6.91,few clouds
465,Sarlat-La-Caneda,44.889,1.2166,54.27,82,100,9.86,overcast clouds
466,Lorengau,-2.0226,147.2712,80.4,78,100,1.54,overcast clouds
467,Ndioum,16.5129,-14.6471,91.29,11,61,10.92,broken clouds
468,Udachnyy,66.4167,112.4,-21.95,95,48,1.52,scattered clouds
469,Wilmington Island,32.0036,-80.9737,65.08,58,75,6.91,broken clouds
470,Quepos,9.4236,-84.1652,96.78,59,6,7.76,clear sky
471,Dumas,35.8656,-101.9732,52.11,22,0,10.36,clear sky
472,Krasnoborsk,61.5598,45.934,4.98,98,44,4.07,scattered clouds
473,Mehamn,71.0357,27.8492,19.35,79,0,23.02,light snow
474,Severo-Kurilsk,50.6789,156.125,21.96,70,43,9.17,scattered clouds
475,Anchorage,61.2181,-149.9003,30.87,95,100,3.44,fog
476,Banjar,-8.19,114.9675,78.66,91,99,3.18,overcast clouds
477,Lingao,19.9103,109.6859,62.53,90,100,13.53,overcast clouds
478,Bongandanga,1.5,21.05,80.96,30,80,3.67,broken clouds
479,Pisco,-13.7,-76.2167,77.05,57,0,8.05,clear sky
480,Hanting,36.7708,119.2108,31.96,92,100,8.01,overcast clouds
481,Kloulklubed,7.0419,134.2556,80.82,83,100,20.27,overcast clouds
482,Clyde River,70.4692,-68.5914,-23.57,69,0,19.57,haze
483,Grosseto,42.8333,11.25,50.81,87,100,2.98,overcast clouds
484,Busayra,30.7376,35.6078,47.17,40,0,3.76,clear sky
485,Nizwa,22.9333,57.5333,65.46,58,0,3.91,clear sky
486,Zeya,53.75,127.2667,2.12,91,100,4.54,overcast clouds
487,Mezen,65.8522,44.24,0.14,99,72,4.25,broken clouds
488,Point Pedro,9.8167,80.2333,78.48,70,35,13.6,scattered clouds
489,Aykhal,66.0,111.5,-8.73,51,11,1.48,few clouds
490,Korla,41.7597,86.1469,29.73,45,0,4.72,clear sky
491,Dunedin,-45.8742,170.5036,53.8,79,9,1.01,clear sky
492,Beloha,-25.1667,45.05,76.06,87,32,16.15,scattered clouds
493,Sabha,27.0377,14.4283,58.23,23,0,9.08,clear sky
494,Zarichne,51.8126,26.129,30.47,68,39,9.53,scattered clouds
495,La Romana,18.4273,-68.9728,88.16,55,40,71.36,scattered clouds
496,Nenjiang,49.1833,125.2167,-13.18,100,86,3.09,overcast clouds
497,Wajima,37.4,136.9,39.29,67,100,21.07,overcast clouds
498,High Level,58.5169,-117.136,-3.89,77,20,6.91,few clouds
499,Abnub,27.2696,31.1511,62.82,37,0,9.86,clear sky
500,Carroll,39.5501,-77.0164,33.42,60,100,4.0,snow
501,Mackenzie,55.2999,-123.1698,26.82,86,0,2.3,clear sky
502,Campos Belos,-13.0367,-46.7717,77.27,78,66,3.67,broken clouds
503,Ikalamavony,-21.15,46.5833,68.9,83,32,7.52,scattered clouds
504,Almaznyy,48.0448,40.045,26.74,90,5,4.16,clear sky
505,Cayenne,4.9333,-52.3333,82.44,85,75,13.8,broken clouds
506,Selfoss,63.9331,-20.9971,32.88,91,100,7.47,light snow
507,Trincomalee,8.5711,81.2335,79.92,72,93,15.57,overcast clouds
508,Manono,-7.3,27.4167,69.85,95,100,3.29,overcast clouds
509,Vila Velha,-20.3297,-40.2925,84.15,79,75,16.11,broken clouds
510,Skjervoy,70.0311,20.9714,23.18,70,100,12.33,overcast clouds
511,Eyl,7.9803,49.8164,75.33,71,75,19.86,broken clouds
512,Erenhot,43.6475,111.9767,-6.27,92,6,4.9,clear sky
513,Charters Towers,-20.1,146.2667,69.31,80,1,7.34,clear sky
514,Bud,39.447,-86.1758,26.47,67,100,7.52,overcast clouds
515,Caravelas,-17.7125,-39.2481,81.57,70,89,11.07,overcast clouds
516,Shelburne,44.0787,-80.2041,12.56,67,100,3.42,overcast clouds
517,Fukuma,33.7667,130.4667,46.15,84,100,9.69,overcast clouds
518,Mattru,7.6244,-11.8332,82.31,64,24,7.83,few clouds
519,Cabo Rojo,18.0866,-67.1457,85.24,66,38,5.99,scattered clouds
520,Ngunguru,-35.6167,174.5,59.16,70,77,7.27,broken clouds
521,Ushtobe,45.2514,77.9838,25.38,89,100,3.85,overcast clouds
522,Ovalle,-30.5983,-71.2003,82.04,39,0,13.35,clear sky
523,San Cristobal,7.7669,-72.225,80.78,35,99,5.64,overcast clouds
524,Neiafu,-18.65,-173.9833,79.48,83,40,8.05,scattered clouds
525,Luba,3.4568,8.5547,82.29,79,100,8.39,overcast clouds
526,Bhatkal,13.9667,74.5667,75.0,77,0,3.74,clear sky
527,Maple Creek,49.9168,-109.4848,41.41,48,67,13.8,broken clouds
528,Ust-Nera,64.5667,143.2,-35.36,96,57,1.95,broken clouds
529,Porto Novo,6.4965,2.6036,84.02,72,13,9.01,few clouds
530,Ati,13.2154,18.3353,80.17,11,63,11.56,broken clouds
531,Noshiro,40.2039,140.0242,21.72,79,38,5.12,scattered clouds
532,Mackay,-21.15,149.2,76.98,78,40,21.85,scattered clouds
533,Tsabong,-26.0217,22.401,85.68,20,52,6.49,broken clouds
534,Takoradi,4.8845,-1.7554,80.67,81,17,10.96,few clouds
535,Mayumba,-3.432,10.6554,78.64,85,100,4.59,overcast clouds
536,Road Town,18.4167,-64.6167,75.24,88,40,17.27,scattered clouds
537,Zheleznodorozhnyy,55.7503,38.0042,30.38,89,100,9.37,light snow
538,Bonthe,7.5264,-12.505,79.77,79,17,9.22,few clouds
539,Ichchapuram,19.1167,84.7,64.58,55,47,4.38,scattered clouds
540,Wattegama,6.7989,81.4808,70.57,91,100,3.8,overcast clouds
541,Rawson,-43.3002,-65.1023,89.91,20,0,19.62,clear sky
542,Srikakulam,18.3,83.9,67.01,54,7,3.87,clear sky
543,Nuevitas,21.5453,-77.2644,86.02,52,0,2.53,clear sky
544,Komsomolskiy,40.4272,71.7189,36.32,93,75,0.0,mist
545,Olinda,-8.0089,-34.8553,87.53,66,40,10.36,scattered clouds
546,Qaqortoq,60.7167,-46.0333,26.71,87,100,9.37,overcast clouds
547,Venice,27.0998,-82.4543,74.05,80,0,6.91,clear sky
548,Swan Hill,-35.3378,143.5544,77.45,33,88,9.15,overcast clouds
549,Usinsk,65.9939,57.5281,10.31,96,99,9.53,overcast clouds
550,Ajdabiya,30.7554,20.2263,56.25,67,0,6.8,clear sky
551,Linkoping,58.4109,15.6216,38.59,88,100,13.8,overcast clouds
552,Samana,19.2056,-69.3369,84.42,74,20,9.22,few clouds
553,Matay,28.419,30.7792,59.49,53,3,14.03,clear sky
554,Rassvet,46.8333,40.75,30.61,76,0,4.47,clear sky
555,Monroe,43.1501,-77.6831,20.46,77,100,11.5,overcast clouds
556,Rodrigues Alves,-7.738,-72.6509,71.8,83,65,2.68,broken clouds
557,Chumikan,54.7183,135.315,-12.71,94,98,4.99,overcast clouds
558,Mount Isa,-20.7333,139.5,71.37,100,57,0.0,broken clouds
559,Flin Flon,54.7682,-101.865,3.04,72,75,5.75,broken clouds
560,Bolobo,-2.1667,16.2333,75.49,82,100,4.83,light rain
561,Baykit,61.67,96.37,-15.36,100,97,3.6,overcast clouds
562,Emerald,-23.5333,148.1667,69.94,83,0,5.75,clear sky
563,Agadir,30.4202,-9.5982,63.05,59,0,9.89,clear sky
564,Hervey Bay,-25.2986,152.8535,68.11,78,7,17.27,clear sky
565,The Valley,18.217,-63.0578,80.74,69,20,17.27,few clouds
566,Colares,38.7992,-9.4469,58.33,84,75,20.0,mist
567,Bobon,12.5246,124.5636,74.19,91,100,6.11,overcast clouds
568,Mago,53.2514,140.1822,-15.18,100,91,0.45,overcast clouds
569,Alto Piquiri,-24.0281,-53.4406,87.49,48,80,4.27,broken clouds
570,Trelew,-43.249,-65.3051,97.43,10,0,15.68,clear sky
571,Kintinku,-5.8833,35.2333,67.62,94,93,4.0,moderate rain
572,Axim,4.8699,-2.2405,79.5,84,8,7.72,light rain
573,Medea,36.2642,2.7539,43.25,59,6,4.18,clear sky
574,Ahuimanu,21.4447,-157.8378,76.46,77,20,9.22,few clouds
575,Broken Hill,-31.95,141.4333,80.31,29,100,13.8,overcast clouds
576,Los Llanos De Aridane,28.6585,-17.9182,63.12,76,20,10.36,few clouds
577,Dongkan,33.9997,119.8308,36.54,76,8,3.96,clear sky
578,Kumluca,36.3703,30.2869,51.67,72,91,1.25,overcast clouds
579,Tiznit,29.5833,-9.5,57.6,58,0,6.08,clear sky
580,Concordia,-31.393,-58.0209,77.07,38,0,5.75,clear sky
581,Bulungu,-4.55,18.6,71.19,95,100,3.0,overcast clouds
582,Solnechnyy,50.7214,136.6319,9.12,95,100,4.61,overcast clouds
583,Santa Cruz,-17.8,-63.1667,83.66,51,75,17.27,broken clouds
584,Buala,-8.145,159.5921,79.12,80,100,4.38,light rain
585,Taiobeiras,-15.8078,-42.2331,73.92,85,79,5.23,broken clouds
586,Kodinsk,58.6881,99.1844,-19.68,100,59,3.02,broken clouds
587,Baiyin,36.5583,104.2081,22.08,83,9,0.65,clear sky
588,Mareeba,-17.0,145.4333,72.32,91,14,2.26,few clouds
589,Kalispell,48.1958,-114.3129,39.78,61,97,1.01,overcast clouds
590,Singaraja,-8.112,115.0882,77.97,85,96,3.67,overcast clouds
591,Skelleftea,64.7507,20.9528,34.16,93,0,8.05,clear sky
592,Waltershausen,50.9,10.5667,40.86,83,70,12.35,broken clouds
593,Sergeyevka,53.88,67.4158,3.29,97,100,5.97,overcast clouds
594,Heiligenhafen,54.3667,10.9833,40.98,65,100,20.0,overcast clouds
595,Reconquista,-29.15,-59.65,88.45,16,0,5.88,clear sky
596,Makakilo City,21.3469,-158.0858,75.29,83,20,5.75,few clouds
597,Cabo San Lucas,22.8909,-109.9124,83.61,52,98,5.01,overcast clouds
598,Antofagasta,-23.65,-70.4,72.21,61,73,10.92,broken clouds
599,Labuan,5.2767,115.2417,80.76,94,20,2.3,few clouds
600,Tsevie,6.4261,1.2133,83.28,64,77,6.6,light rain
601,Mamburao,13.25,120.6667,75.7,80,100,4.09,overcast clouds
602,Lagos,6.5833,3.75,86.32,77,6,7.81,clear sky
603,Kirakira,-10.4544,161.9205,79.25,84,100,8.32,overcast clouds
604,Toucheng,24.8592,121.8233,60.89,93,100,10.92,light rain
605,Chernyakhovsk,54.6335,21.8156,33.91,73,100,13.4,overcast clouds
606,Moengo,5.6167,-54.4,80.56,80,41,5.84,scattered clouds
607,Hualmay,-11.0964,-77.6139,76.71,69,10,12.19,clear sky
608,Melfi,40.9965,15.6514,44.49,78,69,2.3,broken clouds
609,Goiatuba,-18.0125,-49.3547,77.61,77,94,7.49,overcast clouds
610,Sao Joao Do Piaui,-8.3581,-42.2467,80.62,76,100,2.53,overcast clouds
611,Sao Joao Da Barra,-21.6403,-41.0511,82.49,84,11,12.73,few clouds
612,Nabire,-3.3667,135.4833,75.74,92,100,3.8,overcast clouds
613,Bilibino,68.0546,166.4372,-32.55,100,86,2.44,overcast clouds
614,Hata,26.7461,83.7403,54.82,69,0,5.46,clear sky
615,Wanning,18.8003,110.3967,69.78,90,100,12.33,overcast clouds
616,Noumea,-22.2763,166.4572,80.01,99,100,5.64,overcast clouds
617,Pechenga,69.5259,31.1703,14.86,88,100,9.86,light snow
618,Bendigo,-36.7667,144.2833,70.57,52,0,7.38,clear sky
619,Iquique,-20.2208,-70.1431,74.12,65,69,7.78,broken clouds
620,Prince Rupert,54.3161,-130.3201,41.09,93,100,4.61,light rain
621,Fuerte Olimpo,-21.0415,-57.8738,101.91,22,72,5.08,broken clouds
622,Thinadhoo,0.5333,72.9333,82.08,75,90,10.54,overcast clouds
623,Menongue,-14.6585,17.691,64.76,93,98,3.47,overcast clouds
624,Derzhavinsk,51.1,66.3167,16.14,96,100,6.98,overcast clouds
625,Maragogi,-9.0122,-35.2225,83.95,67,7,14.72,clear sky
626,Mansa,29.9833,75.3833,51.91,71,0,6.44,clear sky
627,Gornyak,50.9942,81.4661,21.45,88,100,20.47,overcast clouds
628,Saryagash,41.4511,69.1701,39.16,78,100,4.74,overcast clouds
629,Polovinnoye,54.7914,65.9864,7.36,95,100,6.11,overcast clouds
630,Bilkha,21.4333,70.6,65.7,40,0,5.97,clear sky
631,Yacuiba,-22.038,-63.6797,78.64,49,90,5.59,overcast clouds
632,Bearsden,55.9154,-4.3328,42.96,94,100,2.3,light rain
633,Hay River,60.8156,-115.7999,-14.82,76,75,3.44,broken clouds
634,Pangody,65.85,74.4859,-13.97,95,82,8.99,broken clouds
635,Sultanpur,26.2667,82.0667,54.05,60,0,3.6,clear sky
636,Luganville,-15.5333,167.1667,79.32,86,100,9.31,overcast clouds
637,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,-3.24,100,96,4.79,overcast clouds
638,Masallatah,32.6167,14.0,54.09,64,0,8.79,clear sky
639,Antalaha,-14.9003,50.2788,76.03,89,21,5.12,few clouds
640,Brasov,45.75,25.3333,32.2,83,100,2.93,overcast clouds
641,Rio Gallegos,-51.6226,-69.2181,59.05,20,20,51.79,few clouds
642,Cap Malheureux,-19.9842,57.6142,81.46,78,89,5.99,overcast clouds
643,Kangaatsiaq,68.3065,-53.4641,12.36,83,100,22.24,overcast clouds
644,Xiuyan,40.2928,123.2744,24.35,89,100,4.47,light snow
645,Zonguldak,41.25,31.8333,36.52,96,100,3.42,overcast clouds
646,Sussex,41.1834,-74.6663,32.67,70,100,1.99,snow
647,Nogliki,51.8333,143.1667,-10.52,95,10,7.72,clear sky
648,Raga,8.4596,25.678,77.05,13,22,3.91,few clouds
649,Goldsboro,35.3849,-77.9928,50.31,57,0,12.66,clear sky
650,Khandyga,62.6667,135.6,-41.57,100,73,2.35,broken clouds
651,Mount Pleasant,32.7941,-79.8626,63.3,71,40,5.75,scattered clouds
652,Deputatskiy,69.3,139.9,-21.26,95,88,6.78,overcast clouds
653,Loding,67.3,14.75,31.91,81,75,16.11,light snow
654,Kamariotissa,40.4833,25.4667,42.82,66,11,23.96,few clouds
655,Pandan,14.0453,124.1694,76.35,83,38,10.02,scattered clouds
656,Ipixuna,-1.7625,-48.8043,82.35,63,86,3.83,overcast clouds
657,Pafos,34.7667,32.4167,55.31,71,40,3.44,scattered clouds
658,Alice Springs,-23.7,133.8833,62.15,72,0,1.14,clear sky
659,Novopokrovka,49.8425,36.5477,23.38,96,6,4.09,clear sky
660,Valparaiso,-33.0393,-71.6273,71.24,75,75,17.27,broken clouds
661,Ulladulla,-35.35,150.4667,61.7,80,100,7.63,overcast clouds
662,Shenjiamen,29.9576,122.298,44.28,83,100,17.18,light rain
663,Dehui,44.5333,125.7,5.31,84,100,10.31,overcast clouds
664,Yuancheng,36.652,107.7896,21.27,82,72,2.46,broken clouds
665,Tisnov,49.3487,16.4244,36.99,60,0,4.0,clear sky
666,Maryville,35.7565,-83.9705,44.19,46,6,10.0,clear sky
667,Kholodnyy,62.7167,147.95,-40.85,100,76,1.34,broken clouds
668,Maloy,61.9353,5.1136,42.53,94,100,3.0,light rain
669,Haradok,55.4624,29.9816,24.12,84,74,12.73,broken clouds
670,Kisangani,0.5167,25.2,77.58,44,88,2.73,overcast clouds
671,Areosa,41.7178,-8.8571,54.66,82,27,16.37,scattered clouds
672,Lander,42.833,-108.7307,50.81,29,43,1.43,scattered clouds
673,Zalesovo,53.9939,84.7431,19.47,95,100,11.9,light snow
674,Kushima,31.4583,131.2333,53.11,95,100,3.44,light rain
675,Kieta,-6.2167,155.6333,78.8,83,90,0.49,overcast clouds
676,Nishihara,26.1842,127.7558,65.48,88,75,14.97,light rain
677,Dongling,41.8144,123.5758,17.69,91,100,10.54,light snow
678,Alvorada,-12.48,-49.1247,80.1,74,98,2.75,overcast clouds
679,Sao Felix Do Xingu,-6.6447,-51.995,78.71,84,96,4.52,overcast clouds
680,Lixourion,38.2019,20.4314,53.53,78,8,4.83,clear sky
681,Lensk,60.7253,114.9278,-26.3,100,26,2.42,scattered clouds
682,Port-Cartier,50.0334,-66.8654,3.74,65,30,5.93,scattered clouds
683,Tabou,4.423,-7.3528,79.03,82,29,7.78,scattered clouds
684,Kovernino,57.1253,43.8142,5.04,100,86,1.68,overcast clouds
685,Ossora,59.2353,163.0719,-9.35,79,68,7.83,broken clouds
686,Constitucion,-35.3333,-72.4167,68.63,70,50,10.07,scattered clouds
687,Koumra,8.9126,17.5539,85.73,12,100,3.36,overcast clouds
688,Angoram,-4.0625,144.0661,73.45,99,100,2.17,overcast clouds
689,Beian,63.6559,9.5683,36.01,87,75,4.61,broken clouds
690,Chake Chake,-5.2459,39.7666,77.95,80,36,8.14,scattered clouds
691,Lappeenranta,61.0587,28.1887,33.85,98,100,13.8,overcast clouds
692,Chaykovskaya,58.1279,55.5378,21.09,99,91,2.59,overcast clouds
693,Coihaique,-45.5752,-72.0662,81.21,36,0,9.22,clear sky
694,Ahmadpur East,29.1431,71.2598,62.91,27,0,9.22,clear sky
695,Bobo Dioulasso,11.1771,-4.2979,90.05,10,0,4.61,clear sky
